STATUS,TABLE,FIELD,CHECK,CATEGORY,SUBCATEGORY,LEVEL,NOTES,DESCRIPTION,% RECORDS
PASS,NOTE_NLP,SNIPPET,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if SNIPPET is present in the NOTE_NLP table as expected based on the specification.,0%
PASS,NOTE_NLP,TERM_EXISTS,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if TERM_EXISTS is present in the NOTE_NLP table as expected based on the specification.,0%
PASS,NOTE_NLP,TERM_MODIFIERS,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if TERM_MODIFIERS is present in the NOTE_NLP table as expected based on the specification.,0%
PASS,NOTE_NLP,TERM_TEMPORAL,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if TERM_TEMPORAL is present in the NOTE_NLP table as expected based on the specification.,0%
PASS,OBSERVATION,OBS_EVENT_FIELD_CONCEPT_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if OBS_EVENT_FIELD_CONCEPT_ID is present in the OBSERVATION table as expected based on the specification.,0%
PASS,OBSERVATION,OBSERVATION_CONCEPT_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if OBSERVATION_CONCEPT_ID is present in the OBSERVATION table as expected based on the specification.,0%
PASS,OBSERVATION,OBSERVATION_DATE,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if OBSERVATION_DATE is present in the OBSERVATION table as expected based on the specification.,0%
PASS,OBSERVATION,OBSERVATION_DATETIME,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if OBSERVATION_DATETIME is present in the OBSERVATION table as expected based on the specification.,0%
PASS,OBSERVATION,OBSERVATION_EVENT_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if OBSERVATION_EVENT_ID is present in the OBSERVATION table as expected based on the specification.,0%
PASS,OBSERVATION,OBSERVATION_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if OBSERVATION_ID is present in the OBSERVATION table as expected based on the specification.,0%
PASS,OBSERVATION,OBSERVATION_SOURCE_CONCEPT_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if OBSERVATION_SOURCE_CONCEPT_ID is present in the OBSERVATION table as expected based on the specification.,0%
PASS,OBSERVATION,OBSERVATION_SOURCE_VALUE,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if OBSERVATION_SOURCE_VALUE is present in the OBSERVATION table as expected based on the specification.,0%
PASS,OBSERVATION,OBSERVATION_TYPE_CONCEPT_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if OBSERVATION_TYPE_CONCEPT_ID is present in the OBSERVATION table as expected based on the specification.,0%
PASS,OBSERVATION,PERSON_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if PERSON_ID is present in the OBSERVATION table as expected based on the specification.,0%
PASS,OBSERVATION,PROVIDER_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if PROVIDER_ID is present in the OBSERVATION table as expected based on the specification.,0%
PASS,OBSERVATION,QUALIFIER_CONCEPT_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if QUALIFIER_CONCEPT_ID is present in the OBSERVATION table as expected based on the specification.,0%
PASS,OBSERVATION,QUALIFIER_SOURCE_VALUE,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if QUALIFIER_SOURCE_VALUE is present in the OBSERVATION table as expected based on the specification.,0%
PASS,OBSERVATION,UNIT_CONCEPT_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if UNIT_CONCEPT_ID is present in the OBSERVATION table as expected based on the specification.,0%
PASS,OBSERVATION,UNIT_SOURCE_VALUE,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if UNIT_SOURCE_VALUE is present in the OBSERVATION table as expected based on the specification.,0%
PASS,OBSERVATION,VALUE_AS_CONCEPT_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if VALUE_AS_CONCEPT_ID is present in the OBSERVATION table as expected based on the specification.,0%
PASS,OBSERVATION,VALUE_AS_NUMBER,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if VALUE_AS_NUMBER is present in the OBSERVATION table as expected based on the specification.,0%
PASS,OBSERVATION,VALUE_AS_STRING,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if VALUE_AS_STRING is present in the OBSERVATION table as expected based on the specification.,0%
PASS,OBSERVATION,VALUE_SOURCE_VALUE,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if VALUE_SOURCE_VALUE is present in the OBSERVATION table as expected based on the specification.,0%
PASS,OBSERVATION,VISIT_DETAIL_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if VISIT_DETAIL_ID is present in the OBSERVATION table as expected based on the specification.,0%
PASS,OBSERVATION,VISIT_OCCURRENCE_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if VISIT_OCCURRENCE_ID is present in the OBSERVATION table as expected based on the specification.,0%
PASS,OBSERVATION_PERIOD,OBSERVATION_PERIOD_END_DATE,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if OBSERVATION_PERIOD_END_DATE is present in the OBSERVATION_PERIOD table as expected based on the specification.,0%
PASS,OBSERVATION_PERIOD,OBSERVATION_PERIOD_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if OBSERVATION_PERIOD_ID is present in the OBSERVATION_PERIOD table as expected based on the specification.,0%
PASS,OBSERVATION_PERIOD,OBSERVATION_PERIOD_START_DATE,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if OBSERVATION_PERIOD_START_DATE is present in the OBSERVATION_PERIOD table as expected based on the specification.,0%
PASS,OBSERVATION_PERIOD,PERIOD_TYPE_CONCEPT_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if PERIOD_TYPE_CONCEPT_ID is present in the OBSERVATION_PERIOD table as expected based on the specification.,0%
PASS,OBSERVATION_PERIOD,PERSON_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if PERSON_ID is present in the OBSERVATION_PERIOD table as expected based on the specification.,0%
PASS,PAYER_PLAN_PERIOD,FAMILY_SOURCE_VALUE,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if FAMILY_SOURCE_VALUE is present in the PAYER_PLAN_PERIOD table as expected based on the specification.,0%
PASS,PAYER_PLAN_PERIOD,PAYER_CONCEPT_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if PAYER_CONCEPT_ID is present in the PAYER_PLAN_PERIOD table as expected based on the specification.,0%
PASS,PAYER_PLAN_PERIOD,PAYER_PLAN_PERIOD_END_DATE,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if PAYER_PLAN_PERIOD_END_DATE is present in the PAYER_PLAN_PERIOD table as expected based on the specification.,0%
PASS,PAYER_PLAN_PERIOD,PAYER_PLAN_PERIOD_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if PAYER_PLAN_PERIOD_ID is present in the PAYER_PLAN_PERIOD table as expected based on the specification.,0%
PASS,PAYER_PLAN_PERIOD,PAYER_PLAN_PERIOD_START_DATE,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if PAYER_PLAN_PERIOD_START_DATE is present in the PAYER_PLAN_PERIOD table as expected based on the specification.,0%
PASS,PAYER_PLAN_PERIOD,PAYER_SOURCE_CONCEPT_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if PAYER_SOURCE_CONCEPT_ID is present in the PAYER_PLAN_PERIOD table as expected based on the specification.,0%
PASS,PAYER_PLAN_PERIOD,PAYER_SOURCE_VALUE,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if PAYER_SOURCE_VALUE is present in the PAYER_PLAN_PERIOD table as expected based on the specification.,0%
PASS,PAYER_PLAN_PERIOD,PERSON_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if PERSON_ID is present in the PAYER_PLAN_PERIOD table as expected based on the specification.,0%
PASS,PAYER_PLAN_PERIOD,PLAN_CONCEPT_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if PLAN_CONCEPT_ID is present in the PAYER_PLAN_PERIOD table as expected based on the specification.,0%
PASS,PAYER_PLAN_PERIOD,PLAN_SOURCE_CONCEPT_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if PLAN_SOURCE_CONCEPT_ID is present in the PAYER_PLAN_PERIOD table as expected based on the specification.,0%
PASS,PAYER_PLAN_PERIOD,PLAN_SOURCE_VALUE,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if PLAN_SOURCE_VALUE is present in the PAYER_PLAN_PERIOD table as expected based on the specification.,0%
PASS,PAYER_PLAN_PERIOD,SPONSOR_CONCEPT_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if SPONSOR_CONCEPT_ID is present in the PAYER_PLAN_PERIOD table as expected based on the specification.,0%
PASS,PAYER_PLAN_PERIOD,SPONSOR_SOURCE_CONCEPT_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if SPONSOR_SOURCE_CONCEPT_ID is present in the PAYER_PLAN_PERIOD table as expected based on the specification.,0%
PASS,PAYER_PLAN_PERIOD,SPONSOR_SOURCE_VALUE,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if SPONSOR_SOURCE_VALUE is present in the PAYER_PLAN_PERIOD table as expected based on the specification.,0%
PASS,PAYER_PLAN_PERIOD,STOP_REASON_CONCEPT_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if STOP_REASON_CONCEPT_ID is present in the PAYER_PLAN_PERIOD table as expected based on the specification.,0%
PASS,PAYER_PLAN_PERIOD,STOP_REASON_SOURCE_CONCEPT_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if STOP_REASON_SOURCE_CONCEPT_ID is present in the PAYER_PLAN_PERIOD table as expected based on the specification.,0%
PASS,PAYER_PLAN_PERIOD,STOP_REASON_SOURCE_VALUE,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if STOP_REASON_SOURCE_VALUE is present in the PAYER_PLAN_PERIOD table as expected based on the specification.,0%
PASS,PERSON,BIRTH_DATETIME,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if BIRTH_DATETIME is present in the PERSON table as expected based on the specification.,0%
PASS,PERSON,CARE_SITE_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if CARE_SITE_ID is present in the PERSON table as expected based on the specification.,0%
PASS,PERSON,DAY_OF_BIRTH,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if DAY_OF_BIRTH is present in the PERSON table as expected based on the specification.,0%
PASS,PERSON,ETHNICITY_CONCEPT_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if ETHNICITY_CONCEPT_ID is present in the PERSON table as expected based on the specification.,0%
PASS,PERSON,ETHNICITY_SOURCE_CONCEPT_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if ETHNICITY_SOURCE_CONCEPT_ID is present in the PERSON table as expected based on the specification.,0%
PASS,PERSON,ETHNICITY_SOURCE_VALUE,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if ETHNICITY_SOURCE_VALUE is present in the PERSON table as expected based on the specification.,0%
PASS,PERSON,GENDER_CONCEPT_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if GENDER_CONCEPT_ID is present in the PERSON table as expected based on the specification.,0%
PASS,PERSON,GENDER_SOURCE_CONCEPT_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if GENDER_SOURCE_CONCEPT_ID is present in the PERSON table as expected based on the specification.,0%
PASS,PERSON,GENDER_SOURCE_VALUE,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if GENDER_SOURCE_VALUE is present in the PERSON table as expected based on the specification.,0%
PASS,PERSON,LOCATION_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if LOCATION_ID is present in the PERSON table as expected based on the specification.,0%
PASS,PERSON,MONTH_OF_BIRTH,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if MONTH_OF_BIRTH is present in the PERSON table as expected based on the specification.,0%
PASS,PERSON,PERSON_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if PERSON_ID is present in the PERSON table as expected based on the specification.,0%
PASS,PERSON,PERSON_SOURCE_VALUE,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if PERSON_SOURCE_VALUE is present in the PERSON table as expected based on the specification.,0%
PASS,PERSON,PROVIDER_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if PROVIDER_ID is present in the PERSON table as expected based on the specification.,0%
PASS,PERSON,RACE_CONCEPT_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if RACE_CONCEPT_ID is present in the PERSON table as expected based on the specification.,0%
PASS,PERSON,RACE_SOURCE_CONCEPT_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if RACE_SOURCE_CONCEPT_ID is present in the PERSON table as expected based on the specification.,0%
PASS,PERSON,RACE_SOURCE_VALUE,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if RACE_SOURCE_VALUE is present in the PERSON table as expected based on the specification.,0%
PASS,PERSON,YEAR_OF_BIRTH,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if YEAR_OF_BIRTH is present in the PERSON table as expected based on the specification.,0%
PASS,PROCEDURE_OCCURRENCE,MODIFIER_CONCEPT_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if MODIFIER_CONCEPT_ID is present in the PROCEDURE_OCCURRENCE table as expected based on the specification.,0%
PASS,PROCEDURE_OCCURRENCE,MODIFIER_SOURCE_VALUE,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if MODIFIER_SOURCE_VALUE is present in the PROCEDURE_OCCURRENCE table as expected based on the specification.,0%
PASS,PROCEDURE_OCCURRENCE,PERSON_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if PERSON_ID is present in the PROCEDURE_OCCURRENCE table as expected based on the specification.,0%
PASS,PROCEDURE_OCCURRENCE,PROCEDURE_CONCEPT_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if PROCEDURE_CONCEPT_ID is present in the PROCEDURE_OCCURRENCE table as expected based on the specification.,0%
PASS,PROCEDURE_OCCURRENCE,PROCEDURE_DATE,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if PROCEDURE_DATE is present in the PROCEDURE_OCCURRENCE table as expected based on the specification.,0%
PASS,PROCEDURE_OCCURRENCE,PROCEDURE_DATETIME,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if PROCEDURE_DATETIME is present in the PROCEDURE_OCCURRENCE table as expected based on the specification.,0%
PASS,PROCEDURE_OCCURRENCE,PROCEDURE_END_DATE,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if PROCEDURE_END_DATE is present in the PROCEDURE_OCCURRENCE table as expected based on the specification.,0%
PASS,PROCEDURE_OCCURRENCE,PROCEDURE_END_DATETIME,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if PROCEDURE_END_DATETIME is present in the PROCEDURE_OCCURRENCE table as expected based on the specification.,0%
PASS,PROCEDURE_OCCURRENCE,PROCEDURE_OCCURRENCE_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if PROCEDURE_OCCURRENCE_ID is present in the PROCEDURE_OCCURRENCE table as expected based on the specification.,0%
PASS,PROCEDURE_OCCURRENCE,PROCEDURE_SOURCE_CONCEPT_ID,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if PROCEDURE_SOURCE_CONCEPT_ID is present in the PROCEDURE_OCCURRENCE table as expected based on the specification.,0%
PASS,PROCEDURE_OCCURRENCE,PROCEDURE_SOURCE_VALUE,cdmField,Conformance,Relational,FIELD,None,A yes or no value indicating if PROCEDURE_SOURCE_VALUE is present in the PROCEDURE_OCCURRENCE table as expected based on the specification.,0%
